id,machine_failure,probability
174925,0,0.0065
174926,0,0.0023
174927,0,0.0059
174928,0,0.0021
174929,0,0.0073
174930,0,0.0012
174931,0,0.0031
174932,0,0.002
174933,0,0.0027
174934,0,0.0027
174935,0,0.0004
174936,0,0.0016
174937,0,0.0068
174938,0,0.0032
174939,0,0.0023
174940,0,0.0023
174941,0,0.0015
174942,0,0.0026
174943,0,0.0024
174944,0,0.0017
174945,0,0.0026
174946,0,0.0016
174947,0,0.0027
174948,0,0.0041
174949,0,0.0018
174950,0,0.0011
174951,0,0.0052
174952,0,0.0011
174953,0,0.0044
174954,0,0.0155
174955,0,0.0059
174956,1,1.0
174957,0,0.0016
174958,0,0.0024
174959,0,0.0012
174960,0,0.0008
174961,0,0.0003
174962,0,0.0154
174963,0,0.0013
174964,0,0.0007
174965,0,0.0031
174966,0,0.0022
174967,0,0.0065
174968,0,0.0138
174969,0,0.0044
174970,0,0.001
174971,0,0.005
174972,0,0.003
174973,0,0.0052
174974,0,0.0049
174975,0,0.011
174976,0,0.0011
174977,0,0.0012
174978,0,0.0078
174979,0,0.0033
174980,0,0.0011
174981,0,0.0008
174982,0,0.0023
174983,0,0.0024
174984,0,0.0015
174985,0,0.0016
174986,0,0.0034
174987,0,0.0027
174988,0,0.0011
174989,0,0.0032
174990,0,0.0058
174991,0,0.0027
174992,0,0.0041
174993,0,0.0056
174994,0,0.0033
174995,0,0.0029
174996,0,0.0066
174997,0,0.0237
174998,0,0.0011
174999,0,0.0055
175000,0,0.0057
175001,0,0.0009
175002,0,0.0018
175003,0,0.001
175004,0,0.0032
175005,0,0.0006
175006,0,0.0034
175007,0,0.0023
175008,0,0.0082
175009,0,0.0006
175010,0,0.0042
175011,0,0.001
175012,0,0.0009
175013,0,0.0012
175014,0,0.0041
175015,0,0.0032
175016,0,0.0003
175017,0,0.0019
175018,0,0.0027
175019,0,0.0006
175020,0,0.0059
175021,0,0.0008
175022,0,0.0018
175023,0,0.0009
175024,0,0.0026
175025,0,0.0049
175026,0,0.0041
175027,0,0.0023
175028,0,0.0098
175029,0,0.0009
175030,0,0.0191
175031,0,0.0006
175032,0,0.0013
175033,0,0.0039
175034,0,0.0059
175035,0,0.003
175036,0,0.0023
175037,0,0.0141
175038,0,0.0012
175039,0,0.0019
175040,0,0.0042
175041,0,0.0009
175042,0,0.0026
175043,0,0.0014
175044,0,0.0016
175045,0,0.0036
175046,0,0.0016
175047,0,0.0106
175048,0,0.0009
175049,0,0.0052
175050,0,0.0005
175051,0,0.0003
175052,0,0.0014
175053,0,0.0015
175054,0,0.0021
175055,0,0.0041
175056,0,0.006
175057,0,0.0016
175058,0,0.0009
175059,0,0.0042
175060,0,0.0021
175061,0,0.0007
175062,0,0.0103
175063,0,0.0024
175064,0,0.0022
175065,0,0.0006
175066,0,0.0016
175067,0,0.0013
175068,0,0.0002
175069,0,0.0025
175070,0,0.0013
175071,0,0.0008
175072,0,0.0015
175073,0,0.0048
175074,0,0.0046
175075,0,0.0041
175076,0,0.0033
175077,0,0.0093
175078,0,0.0063
175079,0,0.0009
175080,0,0.0058
175081,0,0.0008
175082,0,0.0028
175083,0,0.0032
175084,0,0.0016
175085,0,0.002
175086,0,0.003
175087,0,0.002
175088,0,0.0016
175089,0,0.0014
175090,0,0.0014
175091,0,0.0013
175092,0,0.0029
175093,0,0.001
175094,0,0.0043
175095,0,0.0013
175096,0,0.0057
175097,0,0.0014
175098,0,0.0012
175099,0,0.0059
175100,0,0.0112
175101,0,0.0055
175102,0,0.0025
175103,0,0.0005
175104,0,0.0062
175105,0,0.0005
175106,0,0.005
175107,0,0.0021
175108,0,0.0011
175109,0,0.0119
175110,0,0.0021
175111,0,0.002
175112,0,0.0039
175113,0,0.0057
175114,0,0.0025
175115,0,0.0009
175116,0,0.0007
175117,0,0.0053
175118,0,0.0071
175119,0,0.002
175120,0,0.0007
175121,0,0.0372
175122,0,0.0008
175123,0,0.0043
175124,0,0.004
175125,0,0.0005
175126,0,0.001
175127,0,0.002
175128,0,0.0048
175129,0,0.006
175130,0,0.0044
175131,0,0.0036
175132,0,0.0049
175133,0,0.0101
175134,0,0.0037
175135,0,0.0031
175136,0,0.0009
175137,0,0.0001
175138,0,0.0015
175139,0,0.0064
175140,0,0.0016
175141,0,0.0007
175142,0,0.0009
175143,0,0.0041
175144,0,0.0006
175145,0,0.001
175146,0,0.0026
175147,0,0.0021
175148,0,0.0005
175149,0,0.0006
175150,0,0.0036
175151,0,0.0052
175152,0,0.0074
175153,0,0.0011
175154,0,0.0005
175155,0,0.002
175156,0,0.0017
175157,0,0.0049
175158,0,0.0027
175159,0,0.0019
175160,0,0.0021
175161,0,0.0017
175162,0,0.0009
175163,0,0.0022
175164,0,0.0021
175165,0,0.0012
175166,0,0.0015
175167,0,0.0031
175168,0,0.0019
175169,0,0.0016
175170,0,0.0022
175171,0,0.003
175172,0,0.0015
175173,0,0.0008
175174,0,0.0045
175175,0,0.0013
175176,0,0.0006
175177,0,0.0067
175178,0,0.0012
175179,0,0.0087
175180,0,0.001
175181,0,0.0043
175182,0,0.0095
175183,0,0.0009
175184,0,0.0058
175185,0,0.0072
175186,0,0.0029
175187,0,0.0021
175188,0,0.0071
175189,0,0.0046
175190,0,0.0012
175191,0,0.0026
175192,0,0.0018
175193,0,0.0036
175194,0,0.0017
175195,0,0.0079
175196,0,0.0057
175197,0,0.002
175198,0,0.0014
175199,0,0.0007
175200,0,0.0023
175201,0,0.0013
175202,0,0.0011
175203,0,0.0018
175204,0,0.002
175205,0,0.0027
175206,0,0.0276
175207,0,0.0013
175208,0,0.0058
175209,0,0.0031
175210,0,0.0027
175211,0,0.0103
175212,0,0.0031
175213,0,0.0042
175214,0,0.0157
175215,0,0.0018
175216,0,0.0047
175217,0,0.002
175218,0,0.0066
175219,0,0.0098
175220,0,0.0057
175221,0,0.0005
175222,0,0.0013
175223,0,0.013
175224,0,0.0012
175225,0,0.0019
175226,0,0.0008
175227,0,0.0026
175228,0,0.0054
175229,0,0.0047
175230,0,0.0028
175231,0,0.0014
175232,0,0.0065
175233,0,0.0015
175234,0,0.006
175235,0,0.0026
175236,0,0.0013
175237,0,0.0043
175238,0,0.0013
175239,0,0.0085
175240,0,0.0026
175241,0,0.0031
175242,0,0.001
175243,0,0.0014
175244,0,0.0008
175245,0,0.0014
175246,0,0.002
175247,0,0.0054
175248,0,0.0078
175249,0,0.0026
175250,0,0.0056
175251,0,0.0013
175252,0,0.0016
175253,0,0.0064
175254,0,0.0141
175255,0,0.0042
175256,0,0.008
175257,0,0.0036
175258,0,0.0027
175259,0,0.0052
175260,0,0.03
175261,0,0.0077
175262,0,0.0026
175263,0,0.0025
175264,0,0.0086
175265,0,0.002
175266,0,0.0023
175267,0,0.0014
175268,0,0.0014
175269,0,0.0004
175270,0,0.0036
175271,0,0.0032
175272,0,0.0009
175273,0,0.0013
175274,0,0.0003
175275,0,0.0141
175276,0,0.0064
175277,0,0.0043
175278,0,0.0033
175279,0,0.0057
175280,0,0.0012
175281,0,0.0042
175282,0,0.0026
175283,0,0.0014
175284,0,0.0057
175285,0,0.0034
175286,0,0.0021
175287,0,0.0021
175288,0,0.002
175289,0,0.0046
175290,0,0.001
175291,0,0.0071
175292,0,0.0049
175293,0,0.0097
175294,0,0.003
175295,0,0.0025
175296,0,0.0016
175297,0,0.0017
175298,0,0.0012
175299,0,0.0027
175300,0,0.0026
175301,0,0.0007
175302,0,0.0025
175303,0,0.0035
175304,0,0.0023
175305,0,0.0021
175306,0,0.0013
175307,0,0.0085
175308,0,0.0025
175309,0,0.0049
175310,0,0.0017
175311,0,0.0021
175312,0,0.0091
175313,0,0.0038
175314,0,0.0011
175315,0,0.0016
175316,0,0.0079
175317,0,0.0023
175318,0,0.0079
175319,0,0.0044
175320,0,0.0033
175321,0,0.0009
175322,0,0.0013
175323,0,0.0022
175324,0,0.0037
175325,0,0.0047
175326,0,0.0008
175327,0,0.0021
175328,0,0.0016
175329,0,0.0023
175330,0,0.0041
175331,0,0.0037
175332,0,0.0008
175333,0,0.0014
175334,0,0.0025
175335,0,0.0009
175336,0,0.0019
175337,0,0.0027
175338,0,0.0011
175339,0,0.0026
175340,0,0.0057
175341,0,0.0015
175342,0,0.0026
175343,0,0.0013
175344,0,0.007
175345,0,0.0051
175346,0,0.0024
175347,0,0.0015
175348,1,0.9936
175349,0,0.0012
175350,0,0.0019
175351,0,0.0017
175352,0,0.0009
175353,0,0.0017
175354,0,0.0598
175355,0,0.0018
175356,0,0.0016
175357,0,0.0045
175358,0,0.0034
175359,0,0.0007
175360,0,0.0025
175361,0,0.0035
175362,0,0.0037
175363,0,0.0059
175364,0,0.0011
175365,0,0.0019
175366,0,0.0043
175367,0,0.0235
175368,0,0.0007
175369,0,0.0059
175370,0,0.0008
175371,0,0.0017
175372,0,0.0152
175373,0,0.0035
175374,0,0.0021
175375,0,0.0034
175376,0,0.0036
175377,0,0.0015
175378,0,0.0017
175379,0,0.004
175380,0,0.0012
175381,0,0.0052
175382,0,0.004
175383,0,0.0051
175384,0,0.0031
175385,0,0.002
175386,0,0.0078
175387,0,0.0013
175388,0,0.0018
175389,0,0.0006
175390,0,0.0052
175391,0,0.0055
175392,0,0.0009
175393,0,0.0032
175394,0,0.002
175395,0,0.0079
175396,0,0.0034
175397,0,0.0067
175398,0,0.0068
175399,0,0.0015
175400,0,0.001
175401,0,0.0047
175402,0,0.0012
175403,0,0.0022
175404,0,0.0013
175405,0,0.0005
175406,0,0.0037
175407,0,0.0071
175408,0,0.0072
175409,0,0.0017
175410,0,0.0009
175411,0,0.0024
175412,0,0.0072
175413,0,0.0041
175414,0,0.0033
175415,0,0.0026
175416,0,0.0023
175417,0,0.0028
175418,0,0.0024
175419,0,0.0025
175420,0,0.0017
175421,0,0.004
175422,0,0.0051
175423,0,0.0038
175424,0,0.0052
175425,0,0.001
175426,0,0.0037
175427,0,0.0054
175428,0,0.0036
175429,0,0.0045
175430,0,0.0138
175431,0,0.0004
175432,0,0.0021
175433,0,0.0015
175434,0,0.0112
175435,0,0.0013
175436,0,0.003
175437,0,0.0011
175438,0,0.0041
175439,0,0.0055
175440,0,0.0007
175441,0,0.0009
175442,0,0.0038
175443,0,0.0192
175444,0,0.0025
175445,0,0.0013
175446,0,0.0012
175447,0,0.0023
175448,0,0.0092
175449,0,0.0062
175450,0,0.0019
175451,0,0.0027
175452,0,0.0026
175453,0,0.0071
175454,0,0.01
175455,0,0.0071
175456,0,0.0039
175457,0,0.0063
175458,0,0.0014
175459,0,0.005
175460,0,0.0027
175461,0,0.0023
175462,0,0.0011
175463,0,0.0027
175464,0,0.0018
175465,0,0.002
175466,0,0.0065
175467,0,0.0062
175468,0,0.0055
175469,0,0.0011
175470,0,0.0024
175471,0,0.0022
175472,0,0.0118
175473,0,0.0079
175474,0,0.0026
175475,0,0.0007
175476,0,0.0009
175477,0,0.0013
175478,0,0.0074
175479,0,0.0029
175480,0,0.0005
175481,0,0.0031
175482,0,0.0017
175483,0,0.0012
175484,0,0.0014
175485,0,0.001
175486,0,0.0011
175487,0,0.0048
175488,0,0.0036
175489,0,0.0007
175490,0,0.014
175491,0,0.0016
175492,0,0.0059
175493,0,0.0411
175494,0,0.0017
175495,0,0.0045
175496,0,0.0032
175497,0,0.0017
175498,0,0.0022
175499,0,0.0016
175500,0,0.002
175501,0,0.0023
175502,0,0.0029
175503,0,0.0048
175504,0,0.0007
175505,0,0.0012
175506,0,0.0033
175507,0,0.0021
175508,0,0.0026
175509,0,0.0009
175510,0,0.0112
175511,0,0.0017
175512,0,0.0013
175513,0,0.0011
175514,0,0.0026
175515,0,0.0089
175516,0,0.0043
175517,0,0.0031
175518,0,0.006
175519,0,0.0043
175520,0,0.0029
175521,0,0.0005
175522,0,0.0066
175523,0,0.0025
175524,0,0.0033
175525,0,0.0012
175526,0,0.0008
175527,0,0.002
175528,0,0.0003
175529,0,0.0045
175530,0,0.0011
175531,0,0.0129
175532,0,0.0094
175533,0,0.0016
175534,0,0.0019
175535,0,0.001
175536,0,0.0022
175537,0,0.0009
175538,0,0.0013
175539,0,0.0089
175540,0,0.0006
175541,0,0.0009
175542,0,0.0072
175543,0,0.0033
175544,0,0.0081
175545,0,0.0034
175546,0,0.001
175547,0,0.0003
175548,0,0.0021
175549,0,0.003
175550,0,0.001
175551,0,0.0011
175552,0,0.0075
175553,0,0.0006
175554,0,0.0015
175555,0,0.0019
175556,0,0.0007
175557,0,0.0007
175558,0,0.0029
175559,0,0.0018
175560,1,0.9914
175561,0,0.0052
175562,0,0.0035
175563,0,0.0032
175564,0,0.0006
175565,0,0.0082
175566,0,0.0058
175567,0,0.0009
175568,0,0.0018
175569,0,0.005
175570,0,0.0065
175571,0,0.0007
175572,0,0.0018
175573,0,0.004
175574,0,0.0024
175575,0,0.0006
175576,0,0.0012
175577,0,0.0048
175578,0,0.0016
175579,0,0.0044
175580,0,0.0017
175581,0,0.001
175582,0,0.0014
175583,0,0.0041
175584,0,0.0019
175585,0,0.0031
175586,0,0.0022
175587,0,0.001
175588,0,0.0028
175589,0,0.0014
175590,0,0.0016
175591,0,0.0083
175592,0,0.0018
175593,0,0.0016
175594,0,0.0018
175595,0,0.0065
175596,0,0.0017
175597,0,0.0033
175598,0,0.0177
175599,0,0.0175
175600,0,0.003
175601,0,0.0019
175602,0,0.0088
175603,0,0.0022
175604,0,0.0032
175605,0,0.0008
175606,0,0.0071
175607,0,0.0059
175608,0,0.0015
175609,0,0.0026
175610,0,0.0019
175611,0,0.0016
175612,0,0.0023
175613,0,0.0009
175614,0,0.0038
175615,0,0.0076
175616,0,0.001
175617,0,0.0103
175618,0,0.0017
175619,0,0.0026
175620,0,0.0013
175621,1,0.9847
175622,0,0.0014
175623,0,0.0079
175624,0,0.0015
175625,0,0.0014
175626,0,0.003
175627,0,0.0031
175628,0,0.002
175629,0,0.0125
175630,0,0.0019
175631,0,0.001
175632,0,0.0042
175633,0,0.0013
175634,0,0.0124
175635,0,0.0042
175636,0,0.0024
175637,0,0.0019
175638,0,0.0029
175639,0,0.0041
175640,0,0.004
175641,1,0.9892
175642,0,0.0016
175643,0,0.0015
175644,0,0.02
175645,0,0.0013
175646,0,0.0036
175647,0,0.001
175648,0,0.0009
175649,0,0.0026
175650,0,0.0028
175651,0,0.0047
175652,0,0.0036
175653,0,0.002
175654,0,0.0032
175655,0,0.0018
175656,0,0.0039
175657,0,0.0025
175658,0,0.003
175659,0,0.008
175660,0,0.0023
175661,0,0.0013
175662,0,0.0045
175663,0,0.0012
175664,0,0.0022
175665,0,0.0014
175666,0,0.0085
175667,0,0.0016
175668,0,0.002
175669,0,0.0044
175670,0,0.0025
175671,0,0.0066
175672,1,0.9972
175673,0,0.0026
175674,0,0.0103
175675,0,0.0064
175676,0,0.0074
175677,0,0.0019
175678,0,0.0026
175679,0,0.0036
175680,0,0.0048
175681,0,0.0032
175682,0,0.0026
175683,0,0.0051
175684,0,0.0017
175685,0,0.0034
175686,0,0.001
175687,0,0.0009
175688,0,0.0107
175689,0,0.0008
175690,0,0.0023
175691,0,0.0012
175692,0,0.0032
175693,0,0.0051
175694,0,0.0026
175695,0,0.0008
175696,0,0.004
175697,0,0.0012
175698,0,0.0011
175699,0,0.0034
175700,0,0.001
175701,0,0.0104
175702,0,0.003
175703,0,0.002
175704,0,0.0002
175705,0,0.0028
175706,0,0.0024
175707,0,0.0032
175708,0,0.0035
175709,0,0.0042
175710,0,0.0157
175711,0,0.0019
175712,0,0.0024
175713,0,0.0124
175714,0,0.0015
175715,0,0.004
175716,0,0.0054
175717,0,0.0037
175718,0,0.0031
175719,1,0.9971
175720,0,0.0097
175721,0,0.002
175722,0,0.005
175723,0,0.0047
175724,0,0.0041
175725,0,0.0015
175726,0,0.001
175727,0,0.002
175728,0,0.0011
175729,0,0.0024
175730,0,0.0005
175731,0,0.0007
175732,0,0.0017
175733,0,0.0036
175734,0,0.0019
175735,0,0.0007
175736,0,0.0039
175737,0,0.0031
175738,0,0.0019
175739,0,0.0019
175740,0,0.0101
175741,0,0.0044
175742,0,0.0006
175743,0,0.001
175744,0,0.002
175745,0,0.001
175746,0,0.0094
175747,0,0.0013
175748,0,0.001
175749,0,0.002
175750,0,0.0012
175751,0,0.0011
175752,0,0.0034
175753,0,0.003
175754,0,0.0037
175755,0,0.0033
175756,0,0.0049
175757,0,0.0016
175758,0,0.0029
175759,0,0.0053
175760,0,0.0008
175761,0,0.0027
175762,0,0.0026
175763,0,0.0012
175764,0,0.0096
175765,0,0.0007
175766,0,0.0091
175767,0,0.0045
175768,0,0.0012
175769,0,0.001
175770,0,0.0065
175771,1,0.9946
175772,0,0.0015
175773,0,0.0022
175774,0,0.0022
175775,0,0.0021
175776,0,0.001
175777,0,0.0021
175778,0,0.0015
175779,0,0.0037
175780,0,0.0037
175781,0,0.0011
175782,0,0.0015
175783,0,0.0011
175784,0,0.0087
175785,0,0.0043
175786,0,0.0016
175787,0,0.001
175788,0,0.0051
175789,0,0.0008
175790,0,0.0035
175791,0,0.0021
175792,0,0.0006
175793,0,0.0022
175794,0,0.0046
175795,0,0.001
175796,0,0.0026
175797,0,0.003
175798,0,0.0279
175799,0,0.0024
175800,0,0.0023
175801,0,0.0027
175802,0,0.0017
175803,0,0.0015
175804,0,0.0029
175805,0,0.0061
175806,0,0.0023
175807,0,0.0009
175808,0,0.0029
175809,0,0.0027
175810,0,0.0114
175811,0,0.0029
175812,0,0.0014
175813,0,0.0028
175814,0,0.0025
175815,0,0.0174
175816,0,0.0028
175817,0,0.001
175818,0,0.0012
175819,0,0.0012
175820,0,0.0034
175821,0,0.0066
175822,0,0.0007
175823,0,0.0009
175824,0,0.0047
175825,0,0.0011
175826,0,0.0032
175827,0,0.0008
175828,0,0.0046
175829,0,0.0026
175830,0,0.0027
175831,0,0.0017
175832,0,0.002
175833,0,0.0017
175834,0,0.0032
175835,0,0.0196
175836,0,0.0027
175837,0,0.0026
175838,0,0.001
175839,0,0.0059
175840,0,0.0032
175841,0,0.0024
175842,0,0.0021
175843,0,0.0006
175844,0,0.0014
175845,0,0.0078
175846,0,0.0026
175847,0,0.0019
175848,0,0.0004
175849,0,0.0021
175850,0,0.002
175851,0,0.0043
175852,0,0.0011
175853,0,0.0011
175854,0,0.0012
175855,0,0.0033
175856,0,0.003
175857,0,0.0037
175858,0,0.0012
175859,0,0.0026
175860,0,0.0026
175861,0,0.0069
175862,0,0.0037
175863,0,0.0021
175864,0,0.006
175865,0,0.0056
175866,0,0.0041
175867,0,0.0001
175868,0,0.0012
175869,0,0.0029
175870,0,0.0025
175871,0,0.002
175872,0,0.0032
175873,0,0.009
175874,0,0.0016
175875,0,0.001
175876,0,0.0049
175877,0,0.0006
175878,0,0.0012
175879,0,0.0013
175880,0,0.0011
175881,0,0.017
175882,0,0.0034
175883,0,0.005
175884,0,0.001
175885,0,0.0023
175886,0,0.0049
175887,0,0.001
175888,0,0.0042
175889,0,0.001
175890,0,0.0028
175891,0,0.0141
175892,0,0.001
175893,0,0.0099
175894,0,0.0013
175895,0,0.0041
175896,0,0.0004
175897,0,0.0083
175898,0,0.0007
175899,0,0.0009
175900,0,0.002
175901,0,0.001
175902,0,0.0022
175903,0,0.0014
175904,0,0.0029
175905,0,0.0066
175906,0,0.0008
175907,0,0.0057
175908,0,0.0062
175909,0,0.0139
175910,0,0.0042
175911,0,0.0045
175912,0,0.0097
175913,0,0.0012
175914,0,0.0042
175915,0,0.008
175916,0,0.0101
175917,0,0.0055
175918,0,0.0043
175919,0,0.0063
175920,0,0.0017
175921,0,0.0032
175922,0,0.0071
175923,0,0.0009
175924,0,0.0019
175925,0,0.012
175926,0,0.0012
175927,0,0.003
175928,0,0.0018
175929,0,0.0022
175930,0,0.0074
175931,0,0.012
175932,0,0.0077
175933,0,0.007
175934,0,0.0056
175935,0,0.017
175936,0,0.001
175937,0,0.0006
175938,0,0.0052
175939,0,0.0013
175940,0,0.0014
175941,0,0.0052
175942,0,0.0021
175943,0,0.0037
175944,0,0.003
175945,0,0.0083
175946,0,0.0041
175947,0,0.0014
175948,0,0.0005
175949,0,0.0068
175950,0,0.0015
175951,0,0.0019
175952,0,0.0012
175953,1,0.9991
175954,0,0.0042
175955,0,0.0013
175956,0,0.0015
175957,0,0.0034
175958,0,0.0006
175959,0,0.0044
175960,0,0.0087
175961,0,0.0103
175962,0,0.0017
175963,0,0.0016
175964,0,0.0004
175965,0,0.0207
175966,0,0.0173
175967,0,0.003
175968,0,0.0012
175969,0,0.007
175970,0,0.0049
175971,0,0.0009
175972,0,0.0022
175973,0,0.0029
175974,0,0.0101
175975,0,0.0014
175976,0,0.001
175977,0,0.0037
175978,0,0.0143
175979,0,0.0012
175980,0,0.0011
175981,0,0.0039
175982,0,0.0026
175983,0,0.0034
175984,0,0.0135
175985,0,0.0028
175986,0,0.0078
175987,0,0.0025
175988,0,0.0011
175989,0,0.002
175990,0,0.0053
175991,0,0.0011
175992,0,0.0006
175993,0,0.0041
175994,0,0.0016
175995,0,0.001
175996,0,0.0025
175997,0,0.0052
175998,0,0.0009
175999,0,0.0046
176000,0,0.009
176001,0,0.0012
176002,0,0.0027
176003,0,0.0012
176004,0,0.0156
176005,0,0.0018
176006,0,0.0138
176007,0,0.0053
176008,0,0.0013
176009,0,0.0025
176010,0,0.0038
176011,0,0.0008
176012,0,0.0069
176013,0,0.0007
176014,0,0.0011
176015,0,0.0012
176016,0,0.0046
176017,0,0.0011
176018,0,0.0045
176019,0,0.0019
176020,0,0.002
176021,0,0.0005
176022,0,0.0017
176023,0,0.0041
176024,0,0.0068
176025,0,0.0063
176026,0,0.0047
176027,0,0.0011
176028,0,0.0043
176029,0,0.0059
176030,0,0.0014
176031,0,0.0045
176032,0,0.0087
176033,0,0.0028
176034,0,0.0022
176035,0,0.0011
176036,0,0.0029
176037,0,0.0021
176038,0,0.0062
176039,0,0.0017
176040,0,0.0012
176041,0,0.003
176042,0,0.0077
176043,0,0.0036
176044,0,0.001
176045,0,0.002
176046,0,0.0009
176047,0,0.0041
176048,0,0.0018
176049,0,0.0038
176050,0,0.0039
176051,0,0.002
176052,0,0.0023
176053,0,0.0018
176054,0,0.0027
176055,0,0.01
176056,0,0.0022
176057,0,0.0031
176058,0,0.0029
176059,0,0.0041
176060,0,0.0015
176061,0,0.001
176062,0,0.0023
176063,0,0.0174
176064,0,0.0017
176065,0,0.0
176066,0,0.0025
176067,0,0.0055
176068,0,0.0022
176069,0,0.0019
176070,0,0.0034
176071,0,0.0009
176072,0,0.0086
176073,0,0.0005
176074,0,0.0076
176075,0,0.005
176076,0,0.0063
176077,0,0.0011
176078,0,0.0034
176079,0,0.0014
176080,0,0.0033
176081,0,0.0032
176082,0,0.0021
176083,0,0.0012
176084,0,0.0039
176085,0,0.005
176086,0,0.0037
176087,0,0.0068
176088,0,0.0006
176089,0,0.0404
176090,0,0.0022
176091,1,0.9941
176092,0,0.002
176093,0,0.0028
176094,0,0.0027
176095,0,0.0017
176096,0,0.005
176097,0,0.0013
176098,0,0.0116
176099,0,0.0018
176100,0,0.0012
176101,0,0.0015
176102,0,0.0011
176103,0,0.0066
176104,0,0.0015
176105,0,0.0063
176106,0,0.0011
176107,0,0.0046
176108,1,0.9984
176109,0,0.0052
176110,0,0.0031
176111,0,0.0033
176112,0,0.0008
176113,0,0.0032
176114,0,0.0072
176115,0,0.0012
176116,0,0.0023
176117,0,0.0004
176118,0,0.0022
176119,0,0.0033
176120,0,0.0015
176121,0,0.0052
176122,0,0.0031
176123,0,0.0013
176124,0,0.0029
176125,0,0.0106
176126,0,0.0086
176127,0,0.0011
176128,0,0.0018
176129,0,0.0019
176130,0,0.0338
176131,0,0.0064
176132,0,0.0022
176133,0,0.0023
176134,0,0.0027
176135,0,0.0023
176136,0,0.0038
176137,0,0.0039
176138,0,0.0013
176139,0,0.0059
176140,0,0.0013
176141,0,0.0025
176142,0,0.0033
176143,0,0.0134
176144,0,0.0064
176145,0,0.0024
176146,0,0.0018
176147,0,0.0029
176148,0,0.0115
176149,0,0.006
176150,0,0.0061
176151,0,0.0007
176152,0,0.0042
176153,0,0.0024
176154,0,0.0017
176155,0,0.0007
176156,0,0.0023
176157,0,0.0069
176158,0,0.0043
176159,0,0.0016
176160,0,0.0084
176161,0,0.0004
176162,0,0.0013
176163,0,0.0029
176164,0,0.003
176165,0,0.0116
176166,0,0.0024
176167,0,0.0036
176168,0,0.0029
176169,0,0.0017
176170,0,0.0019
176171,0,0.0016
176172,0,0.0063
176173,0,0.0084
176174,0,0.0016
176175,0,0.0009
176176,0,0.0034
176177,0,0.006
176178,0,0.0039
176179,0,0.0016
176180,0,0.0016
176181,0,0.0097
176182,0,0.0055
176183,0,0.0146
176184,0,0.0062
176185,0,0.0029
176186,0,0.0044
176187,0,0.0018
176188,0,0.0022
176189,0,0.0014
176190,0,0.0017
176191,0,0.0059
176192,0,0.0007
176193,0,0.0019
176194,0,0.0022
176195,0,0.003
176196,0,0.0036
176197,1,0.9845
176198,0,0.0012
176199,0,0.0014
176200,0,0.0008
176201,0,0.0014
176202,0,0.0024
176203,0,0.0033
176204,0,0.0039
176205,0,0.0008
176206,0,0.0013
176207,0,0.0026
176208,0,0.0019
176209,0,0.0106
176210,0,0.0019
176211,0,0.0017
176212,0,0.002
176213,0,0.0044
176214,0,0.0023
176215,0,0.0006
176216,0,0.0018
176217,0,0.0016
176218,0,0.0109
176219,0,0.0038
176220,0,0.0028
176221,0,0.0017
176222,0,0.0026
176223,0,0.0007
176224,0,0.0009
176225,0,0.0005
176226,0,0.0034
176227,0,0.0019
176228,0,0.0198
176229,0,0.0124
176230,0,0.0029
176231,0,0.0011
176232,0,0.0015
176233,0,0.0044
176234,0,0.002
176235,0,0.002
176236,0,0.004
176237,0,0.0025
176238,0,0.0014
176239,0,0.0032
176240,0,0.0064
176241,0,0.004
176242,0,0.0112
176243,0,0.0016
176244,0,0.0025
176245,0,0.0015
176246,0,0.0009
176247,0,0.0031
176248,0,0.0017
176249,0,0.0008
176250,0,0.0045
176251,0,0.0023
176252,0,0.0079
176253,0,0.0044
176254,0,0.0022
176255,0,0.0015
176256,0,0.0038
176257,0,0.0013
176258,0,0.0016
176259,0,0.0009
176260,0,0.0021
176261,0,0.0012
176262,0,0.0019
176263,0,0.0019
176264,0,0.0014
176265,0,0.0094
176266,0,0.0012
176267,0,0.0026
176268,0,0.0016
176269,0,0.0054
176270,0,0.0055
176271,0,0.0031
176272,0,0.0014
176273,0,0.0007
176274,0,0.0034
176275,0,0.0012
176276,0,0.0049
176277,0,0.001
176278,0,0.0018
176279,0,0.0047
176280,0,0.0014
176281,0,0.005
176282,0,0.0015
176283,0,0.0009
176284,0,0.0014
176285,0,0.0065
176286,0,0.0097
176287,0,0.0042
176288,0,0.0007
176289,0,0.0008
176290,0,0.0033
176291,0,0.0021
176292,0,0.0035
176293,0,0.0006
176294,0,0.0051
176295,0,0.0035
176296,0,0.007
176297,0,0.0018
176298,0,0.0054
176299,0,0.0031
176300,0,0.0035
176301,0,0.0032
176302,0,0.002
176303,0,0.0026
176304,0,0.0011
176305,0,0.0024
176306,0,0.0026
176307,0,0.0015
176308,0,0.0015
176309,0,0.0132
176310,0,0.0013
176311,0,0.018
176312,1,0.9973
176313,0,0.0025
176314,0,0.0013
176315,0,0.0013
176316,0,0.0036
176317,0,0.0046
176318,0,0.0099
176319,0,0.003
176320,0,0.0057
176321,0,0.0018
176322,0,0.0024
176323,0,0.004
176324,0,0.0019
176325,0,0.0022
176326,0,0.0014
176327,0,0.0009
176328,0,0.0046
176329,0,0.0012
176330,0,0.0246
176331,0,0.0021
176332,0,0.0011
176333,0,0.0059
176334,0,0.0016
176335,0,0.002
176336,0,0.0089
176337,0,0.003
176338,0,0.0018
